51,2,-0.104,0.0633,0.124068,,,,,,,,,,,,,,,,,,,,,,
3,3,-0.0952,0.00246,0.0048216,,,,,,,,,,,,,,,,,,,,,,
2,3,-0.0939,0.00226,0.0044296,,,,,,,,,,,,,,,,,,,,,,
1,3,-0.09,0.00258,0.0050568,,,,,,,,,,,,,,,,,,,,,,
41,2,-0.0892,0.0634,0.124264,,,,,,,,,,,,,,,,,,,,,,
4,3,-0.0882,0.00284,0.0055664,,,,,,,,,,,,,,,,,,,,,,
5,3,-0.0802,0.0034,0.006664,,,,,,,,,,,,,,,,,,,,,,
6,3,-0.075,0.00412,0.0080752,,,,,,,,,,,,,,,,,,,,,,
31,2,-0.0666,0.0668,0.130928,,,,,,,,,,,,,,,,,,,,,,
2,4,-0.0636,0.00358,0.0070168,,,,,,,,,,,,,,,,,,,,,,
4,4,-0.0607,0.00514,0.0100744,,,,,,,,,,,,,,,,,,,,,,
3,4,-0.06,0.00422,0.0082712,,,,,,,,,,,,,,,,,,,,,,
13,3,-0.0569,0.00242,0.0047432,,,,,,,,,,,,,,,,,,,,,,
14,3,-0.0561,0.00279,0.0054684,,,,,,,,,,,,,,,,,,,,,,
23,3,-0.0551,0.00242,0.0047432,,,,,,,,,,,,,,,,,,,,,,
5,4,-0.0548,0.00617,0.0120932,,,,,,,,,,,,,,,,,,,,,,
1,4,-0.0546,0.0038,0.007448,,,,,,,,,,,,,,,,,,,,,,
24,3,-0.0544,0.00278,0.0054488,,,,,,,,,,,,,,,,,,,,,,
16,3,-0.0543,0.00403,0.0078988,,,,,,,,,,,,,,,,,,,,,,
15,3,-0.054,0.00333,0.0065268,,,,,,,,,,,,,,,,,,,,,,
26,3,-0.0539,0.00402,0.0078792,,,,,,,,,,,,,,,,,,,,,,
25,3,-0.0528,0.00332,0.0065072,,,,,,,,,,,,,,,,,,,,,,
12,3,-0.0509,0.00225,0.00441,,,,,,,,,,,,,,,,,,,,,,
56,3,-0.0506,0.0472,0.092512,,,,,,,,,,,,,,,,,,,,,,
22,3,-0.0494,0.00225,0.00441,,,,,,,,,,,,,,,,,,,,,,
6,4,-0.0484,0.00768,0.0150528,,,,,,,,,,,,,,,,,,,,,,
11,3,-0.0452,0.00259,0.0050764,,,,,,,,,,,,,,,,,,,,,,
53,2,-0.0450,0.0384,0.075264,,,,,,,,,,,,,,,,,,,,,,
36,2,-0.0446,0.0413,0.080948,,,,,,,,,,,,,,,,,,,,,,
21,3,-0.0438,0.00259,0.0050764,,,,,,,,,,,,,,,,,,,,,,
46,3,-0.0411,0.0473,0.092708,,,,,,,,,,,,,,,,,,,,,,
52,3,-0.0404,0.0409,0.080164,,,,,,,,,,,,,,,,,,,,,,
42,3,-0.0354,0.0413,0.080948,,,,,,,,,,,,,,,,,,,,,,
14,4,-0.0346,0.00521,0.0102116,,,,,,,,,,,,,,,,,,,,,,
56,2,-0.0344,0.0405,0.07938,,,,,,,,,,,,,,,,,,,,,,
24,4,-0.034,0.00521,0.0102116,,,,,,,,,,,,,,,,,,,,,,
16,4,-0.0337,0.00767,0.0150332,,,,,,,,,,,,,,,,,,,,,,
26,4,-0.0335,0.00767,0.0150332,,,,,,,,,,,,,,,,,,,,,,
15,4,-0.0331,0.00619,0.0121324,,,,,,,,,,,,,,,,,,,,,,
25,4,-0.033,0.00619,0.0121324,,,,,,,,,,,,,,,,,,,,,,
36,3,-0.0327,0.0488,0.095648,,,,,,,,,,,,,,,,,,,,,,
43,2,-0.0321,0.0384,0.075264,,,,,,,,,,,,,,,,,,,,,,
46,2,-0.0317,0.0406,0.079576,,,,,,,,,,,,,,,,,,,,,,
13,4,-0.0291,0.00435,0.008526,,,,,,,,,,,,,,,,,,,,,,
12,4,-0.0285,0.00377,0.0073892,,,,,,,,,,,,,,,,,,,,,,
23,4,-0.0283,0.00435,0.008526,,,,,,,,,,,,,,,,,,,,,,
22,4,-0.0279,0.00377,0.0073892,,,,,,,,,,,,,,,,,,,,,,
11,4,-0.0203,0.00403,0.0078988,,,,,,,,,,,,,,,,,,,,,,
21,4,-0.0198,0.00403,0.0078988,,,,,,,,,,,,,,,,,,,,,,
33,4,-0.0178,0.0739,0.144844,,,,,,,,,,,,,,,,,,,,,,
33,2,-0.0167,0.0402,0.078792,,,,,,,,,,,,,,,,,,,,,,
42,4,-0.0141,0.0706,0.138376,,,,,,,,,,,,,,,,,,,,,,
1,2,-0.0137,0.00337,0.0066052,,,,,,,,,,,,,,,,,,,,,,
3,2,-0.0123,0.00259,0.0050764,,,,,,,,,,,,,,,,,,,,,,
52,4,-0.0122,0.0712,0.139552,,,,,,,,,,,,,,,,,,,,,,
53,4,-0.0105,0.0742,0.145432,,,,,,,,,,,,,,,,,,,,,,
2,2,-0.00886,0.00271,0.0053116,,,,,,,,,,,,,,,,,,,,,,
6,2,-0.00865,0.00367,0.0071932,,,,,,,,,,,,,,,,,,,,,,
4,2,-0.00754,0.00275,0.00539,,,,,,,,,,,,,,,,,,,,,,
5,2,-0.00516,0.00309,0.0060564,,,,,,,,,,,,,,,,,,,,,,
43,4,-0.00427,0.075,0.147,,,,,,,,,,,,,,,,,,,,,,
26,2,-0.00237,0.00359,0.0070364,,,,,,,,,,,,,,,,,,,,,,
16,2,0.00130,0.0036,0.007056,,,,,,,,,,,,,,,,,,,,,,
54,3,0.00380,0.0473,0.092708,,,,,,,,,,,,,,,,,,,,,,
32,3,0.00398,0.0452,0.088592,,,,,,,,,,,,,,,,,,,,,,
25,2,0.00443,0.00301,0.0058996,,,,,,,,,,,,,,,,,,,,,,
24,2,0.00509,0.00268,0.0052528,,,,,,,,,,,,,,,,,,,,,,
54,2,0.00556,0.0348,0.068208,,,,,,,,,,,,,,,,,,,,,,
53,3,0.00613,0.0369,0.072324,,,,,,,,,,,,,,,,,,,,,,
15,2,0.0064,0.00303,0.0059388,,,,,,,,,,,,,,,,,,,,,,
14,2,0.00676,0.00269,0.0052724,,,,,,,,,,,,,,,,,,,,,,
43,3,0.00785,0.0371,0.072716,,,,,,,,,,,,,,,,,,,,,,
23,2,0.008,0.00253,0.0049588,,,,,,,,,,,,,,,,,,,,,,
55,4,0.00803,0.0711,0.139356,,,,,,,,,,,,,,,,,,,,,,
51,4,0.00828,0.0823,0.161308,,,,,,,,,,,,,,,,,,,,,,
13,2,0.00855,0.00254,0.0049784,,,,,,,,,,,,,,,,,,,,,,
35,4,0.00906,0.0724,0.141904,,,,,,,,,,,,,,,,,,,,,,
45,4,0.0102,0.0712,0.139552,,,,,,,,,,,,,,,,,,,,,,
41,4,0.0113,0.0831,0.162876,,,,,,,,,,,,,,,,,,,,,,
44,3,0.0172,0.0482,0.094472,,,,,,,,,,,,,,,,,,,,,,
12,2,0.0173,0.00265,0.005194,,,,,,,,,,,,,,,,,,,,,,
22,2,0.0177,0.00264,0.0051744,,,,,,,,,,,,,,,,,,,,,,
11,2,0.0181,0.0033,0.006468,,,,,,,,,,,,,,,,,,,,,,
21,2,0.0188,0.00329,0.0064484,,,,,,,,,,,,,,,,,,,,,,
44,2,0.0221,0.0349,0.068404,,,,,,,,,,,,,,,,,,,,,,
34,3,0.0289,0.0509,0.099764,,,,,,,,,,,,,,,,,,,,,,
32,4,0.0304,0.0833,0.163268,,,,,,,,,,,,,,,,,,,,,,
51,3,0.0375,0.0517,0.101332,,,,,,,,,,,,,,,,,,,,,,
33,3,0.0380,0.0403,0.078988,,,,,,,,,,,,,,,,,,,,,,
41,3,0.0397,0.052,0.10192,,,,,,,,,,,,,,,,,,,,,,
31,4,0.0417,0.096,0.18816,,,,,,,,,,,,,,,,,,,,,,
34,2,0.0420,0.0362,0.070952,,,,,,,,,,,,,,,,,,,,,,
55,2,0.0431,0.0408,0.079968,,,,,,,,,,,,,,,,,,,,,,
35,2,0.0493,0.042,0.08232,,,,,,,,,,,,,,,,,,,,,,
45,2,0.0493,0.041,0.08036,,,,,,,,,,,,,,,,,,,,,,
31,3,0.0561,0.0558,0.109368,,,,,,,,,,,,,,,,,,,,,,
55,3,0.0811,0.0437,0.085652,,,,,,,,,,,,,,,,,,,,,,
45,3,0.0836,0.0439,0.086044,,,,,,,,,,,,,,,,,,,,,,
52,2,0.0975,0.0451,0.088396,,,,,,,,,,,,,,,,,,,,,,
54,4,0.103,0.129,0.25284,,,,,,,,,,,,,,,,,,,,,,
35,3,0.108,0.0464,0.090944,,,,,,,,,,,,,,,,,,,,,,
42,2,0.112,0.0455,0.08918,,,,,,,,,,,,,,,,,,,,,,
44,4,0.124,0.132,0.25872,,,,,,,,,,,,,,,,,,,,,,
34,4,0.139,0.139,0.27244,,,,,,,,,,,,,,,,,,,,,,
32,2,0.146,0.0486,0.095256,,,,,,,,,,,,,,,,,,,,,,
